NURA_ID,Canonical SMILES,AGO_PR,ANT_PR,BIN_PR,AGO_PXR,ANT_PXR,BIN_PXR,AGO_RXR,ANT_RXR,BIN_RXR,AGO_GR,ANT_GR,BIN_GR,AGO_AR,ANT_AR,BIN_AR,AGO_ERA,ANT_ERA,BIN_ERA,AGO_ERB,ANT_ERB,BIN_ERB,AGO_FXR,ANT_FXR,BIN_FXR,AGO_PPARD,ANT_PPARD,BIN_PPARD,AGO_PPARG,ANT_PPARG,BIN_PPARG,AGO_PPARA,ANT_PPARA,BIN_PPARA,SOURCES
NURA_11844,O=S1C2CC(C1C(=C2c1ccc(cc1C)O)c1ccc(cc1C)O)S(=O)(=O)Oc1ccccc1Br,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_11845,O=S1C2CC(C1C(=C2c1ccc(cc1C)O)c1ccc(cc1C)O)S(=O)(=O)Oc1ccccc1Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_11846,O=S1C2CC(C1C(=C2c1ccc(cc1C)O)c1ccc(cc1C)O)S(=O)(=O)Oc1ccccc1F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_11847,O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,inact.,w.act.,inc.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inc.,inc.,inc.,w.act.,inc.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11848,O=S1OCCO1,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11849,O=c1[nH][nH]c2c1cccc2,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,w.act.,w.act.,n.a.,n.a.,n.a.,Tox21
NURA_11850,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1c(Cl)cccc1Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11851,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1cccc(c1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11852,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1cccc(c1Cl)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11853,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1cccc(n1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11854,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11855,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ccccc1Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11856,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ccccc1S(=O)(=O)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11857,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ccccn1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11858,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ncccc1Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11859,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1ncccn1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11860,O=c1[nH]c(=O)c(c([nH]1)C1CCC(CC1)c1ccccc1)Cc1nccs1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11861,O=c1[nH]c(=O)c(c([nH]1)N1CCC(C1)c1ccccc1)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11862,O=c1[nH]c(=O)c(c([nH]1)N1CCC(CC1)Cc1ccccc1)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11863,O=c1[nH]c(=O)c(c([nH]1)N1CCC(CC1)c1ccccc1)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11864,O=c1[nH]c(=O)c(c([nH]1)N1CCC(CC1)c1ccccc1)Cc1ccccc1Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11865,O=c1[nH]c(=O)c(c([nH]1)N1CCCC(C1)c1ccccc1)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11866,O=c1[nH]c(=O)c2c3c1cccc3ccc2,inact.,inact.,inact.,act.,n.a.,act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11867,O=c1[nH]c(=O)n(cc1F)C1CCCO1,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11868,O=c1[nH]c(C2CCC(CC2)c2ccccc2)c(c(=O)n1C)Cc1cccc(c1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11869,O=c1[nH]c(C2CCC(CC2)c2ccccc2)c(c(=O)n1C)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11870,O=c1[nH]c(N2CCC(CC2)Oc2ccccc2)c(c(=O)n1C)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11871,O=c1[nH]c(N2CCC(CC2)c2ccccc2)c(c(=O)n1C)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11872,O=c1[nH]c(N2CCN(CC2)c2ccccc2)c(c(=O)n1C)Cc1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11873,O=c1[nH]c2c([nH]1)[nH]c(=O)[nH]c2=O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11874,O=c1[nH]c2c(n1C1CCN(CC1)CC1(C)OCc3c(n4c1ccc4)cccc3)cccc2,inact.,n.a.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,w.act.,inc.,inact.,inact.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11875,O=c1[nH]c2c(n1C1CCNCC1)cccc2,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_11876,O=c1[nH]c2c(n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)cccc2,inact.,n.a.,inact.,act.,n.a.,act.,n.a.,n.a.,n.a.,inact.,w.act.,inc.,inact.,w.act.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11877,O=c1[nH]c2cc(N)c(cc2c(c1)C(F)(F)F)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11878,O=c1[nH]c2cc(c(cc2n(c1=O)CP(=O)(O)O)N1CCOCC1)C(F)(F)F,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11879,O=c1[nH]c2cc(ccc2c(c1)C(F)(F)F)NCC(C(F)(F)F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11880,O=c1[nH]c2cc(ccc2c(c1)C(F)(F)F)NCC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11881,O=c1[nH]c2cc3OCC(N(c3cc2c(c1)C(F)(F)F)CC(F)(F)F)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_11882,O=c1[nH]c2cc3OCC(N(c3cc2c(c1)C(F)(F)F)CC(F)(F)F)CC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_11883,O=c1[nH]c2cc3OCCN(c3cc2c(c1)C(F)(F)F)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, ChEMBL, NR-DBIND"
NURA_11884,O=c1[nH]c2cc3OCCNc3cc2c(c1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, ChEMBL, NR-DBIND"
NURA_11885,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(C(=O)C(F)(F)F)CC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11886,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(C(C(F)(F)F)C)CC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11887,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(C(F)(F)F)(F)F)CC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11888,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(F)(F)F)CC(C)(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11889,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(F)(F)F)CCC(C)(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11890,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(F)(F)F)CCC(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11891,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(F)(F)F)Cc1cccs1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11892,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N(CC(F)(F)F)Cc1ccoc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11893,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)N1C(C)CCC1C(C(F)(F)F)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, ChEMBL, NR-DBIND"
NURA_11894,O=c1[nH]c2ccc(cc2c(c1)C(F)(F)F)NCC(C(F)(F)F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_11895,O=c1[nH]c2ccc3c(c2c(c1)C(F)(F)F)COc1c3c(O)ccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_11896,O=c1[nH]cc(cc1N)c1ccncc1,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11897,O=c1[nH]cccc1O,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_11898,O=c1[nH]cnc2c1cccc2,inact.,n.a.,inact.,act.,n.a.,act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11899,O=c1[nH]nc(c2c1cccc2)Cc1ccccc1[N+](=O)[O-],n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_11900,O=c1[nH]nc2n1ccc1c2cc(c(n1)c1ccc(cc1)C1(N)CCC1)c1ccccc1,inact.,inact.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11901,O=c1[nH]ncc2c1cccc2,inact.,inact.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11902,O=c1[nH]oc2c1CCNC2,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_11903,O=c1[nH]sc2c1cccc2,inact.,n.a.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,act.,inc.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_11904,O=c1c(C)coc2c1cccc2,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_11905,O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,inact.,act.,inc.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,act.,inc.,n.a.,inc.,inc.,inact.,act.,inc.,inact.,n.a.,inact.,inact.,inact.,inact.,n.a.,w.act.,w.act.,n.a.,n.a.,n.a.,Tox21
